,center,left,right,steering,throttle,reverse,speed
54,center_2020_04_21_00_55_59_384.jpg,left_2020_04_21_00_55_59_384.jpg,right_2020_04_21_00_55_59_384.jpg,-0.165777,1.0,0.0,29.906859999999998
56,center_2020_04_21_00_55_59_650.jpg,left_2020_04_21_00_55_59_650.jpg,right_2020_04_21_00_55_59_650.jpg,-0.177966,1.0,0.0,30.183609999999998
57,center_2020_04_21_00_55_59_754.jpg,left_2020_04_21_00_55_59_754.jpg,right_2020_04_21_00_55_59_754.jpg,-0.21468620000000002,1.0,0.0,30.18651
59,center_2020_04_21_00_55_59_964.jpg,left_2020_04_21_00_55_59_964.jpg,right_2020_04_21_00_55_59_964.jpg,-0.1455749,1.0,0.0,30.18745
60,center_2020_04_21_00_56_00_065.jpg,left_2020_04_21_00_56_00_065.jpg,right_2020_04_21_00_56_00_065.jpg,-0.43049709999999997,1.0,0.0,30.1554
61,center_2020_04_21_00_56_00_181.jpg,left_2020_04_21_00_56_00_181.jpg,right_2020_04_21_00_56_00_181.jpg,-0.08582711,1.0,0.0,30.19145
62,center_2020_04_21_00_56_00_284.jpg,left_2020_04_21_00_56_00_284.jpg,right_2020_04_21_00_56_00_284.jpg,-0.27070209999999995,1.0,0.0,30.183390000000003
64,center_2020_04_21_00_56_00_497.jpg,left_2020_04_21_00_56_00_497.jpg,right_2020_04_21_00_56_00_497.jpg,-0.11081669999999999,1.0,0.0,30.189259999999997
66,center_2020_04_21_00_56_00_714.jpg,left_2020_04_21_00_56_00_714.jpg,right_2020_04_21_00_56_00_714.jpg,-0.09893703,1.0,0.0,30.188509999999997
67,center_2020_04_21_00_56_00_822.jpg,left_2020_04_21_00_56_00_822.jpg,right_2020_04_21_00_56_00_822.jpg,-0.391374,1.0,0.0,30.1573
68,center_2020_04_21_00_56_00_928.jpg,left_2020_04_21_00_56_00_928.jpg,right_2020_04_21_00_56_00_928.jpg,-0.2246908,1.0,0.0,30.187720000000002
69,center_2020_04_21_00_56_01_036.jpg,left_2020_04_21_00_56_01_036.jpg,right_2020_04_21_00_56_01_036.jpg,-0.051603199999999995,1.0,0.0,30.1905
71,center_2020_04_21_00_56_01_254.jpg,left_2020_04_21_00_56_01_254.jpg,right_2020_04_21_00_56_01_254.jpg,0.0,1.0,0.0,30.19026
76,center_2020_04_21_00_56_01_771.jpg,left_2020_04_21_00_56_01_771.jpg,right_2020_04_21_00_56_01_771.jpg,-0.197436,1.0,0.0,30.17979
78,center_2020_04_21_00_56_01_979.jpg,left_2020_04_21_00_56_01_979.jpg,right_2020_04_21_00_56_01_979.jpg,-0.2041351,1.0,0.0,30.18195
81,center_2020_04_21_00_56_02_296.jpg,left_2020_04_21_00_56_02_296.jpg,right_2020_04_21_00_56_02_296.jpg,-0.17152479999999998,1.0,0.0,30.182890000000004
86,center_2020_04_21_00_56_02_833.jpg,left_2020_04_21_00_56_02_833.jpg,right_2020_04_21_00_56_02_833.jpg,-0.1450052,1.0,0.0,30.18505
87,center_2020_04_21_00_56_02_937.jpg,left_2020_04_21_00_56_02_937.jpg,right_2020_04_21_00_56_02_937.jpg,-0.15551729999999997,1.0,0.0,30.18917
88,center_2020_04_21_00_56_03_050.jpg,left_2020_04_21_00_56_03_050.jpg,right_2020_04_21_00_56_03_050.jpg,-0.36101459999999996,1.0,0.0,30.166959999999996
89,center_2020_04_21_00_56_03_150.jpg,left_2020_04_21_00_56_03_150.jpg,right_2020_04_21_00_56_03_150.jpg,-0.1982589,1.0,0.0,30.192159999999998
99,center_2020_04_21_00_56_04_365.jpg,left_2020_04_21_00_56_04_365.jpg,right_2020_04_21_00_56_04_365.jpg,-0.2058899,1.0,0.0,30.179000000000002
100,center_2020_04_21_00_56_04_474.jpg,left_2020_04_21_00_56_04_474.jpg,right_2020_04_21_00_56_04_474.jpg,-0.36093020000000003,1.0,0.0,30.173820000000003
101,center_2020_04_21_00_56_04_581.jpg,left_2020_04_21_00_56_04_581.jpg,right_2020_04_21_00_56_04_581.jpg,-0.07419919999999999,1.0,0.0,30.19055
112,center_2020_04_21_00_56_05_743.jpg,left_2020_04_21_00_56_05_743.jpg,right_2020_04_21_00_56_05_743.jpg,-0.2106478,1.0,0.0,30.17796
113,center_2020_04_21_00_56_05_849.jpg,left_2020_04_21_00_56_05_849.jpg,right_2020_04_21_00_56_05_849.jpg,-0.1257752,1.0,0.0,30.19068
118,center_2020_04_21_00_56_06_392.jpg,left_2020_04_21_00_56_06_392.jpg,right_2020_04_21_00_56_06_392.jpg,-0.24577510000000002,1.0,0.0,30.174640000000004
122,center_2020_04_21_00_56_06_823.jpg,left_2020_04_21_00_56_06_823.jpg,right_2020_04_21_00_56_06_823.jpg,-0.28778709999999996,1.0,0.0,30.17077
123,center_2020_04_21_00_56_06_924.jpg,left_2020_04_21_00_56_06_924.jpg,right_2020_04_21_00_56_06_924.jpg,-0.20579699999999998,1.0,0.0,30.189390000000003
127,center_2020_04_21_00_56_07_339.jpg,left_2020_04_21_00_56_07_339.jpg,right_2020_04_21_00_56_07_339.jpg,-0.18043220000000001,1.0,0.0,30.1824
133,center_2020_04_21_00_56_07_964.jpg,left_2020_04_21_00_56_07_964.jpg,right_2020_04_21_00_56_07_964.jpg,-0.0894928,1.0,0.0,30.187240000000003
137,center_2020_04_21_00_56_08_382.jpg,left_2020_04_21_00_56_08_382.jpg,right_2020_04_21_00_56_08_382.jpg,-0.144021,1.0,0.0,30.1855
141,center_2020_04_21_00_56_08_803.jpg,left_2020_04_21_00_56_08_803.jpg,right_2020_04_21_00_56_08_803.jpg,-0.10510499999999999,1.0,0.0,30.18785
144,center_2020_04_21_00_56_09_113.jpg,left_2020_04_21_00_56_09_113.jpg,right_2020_04_21_00_56_09_113.jpg,-0.1707691,1.0,0.0,30.18335
145,center_2020_04_21_00_56_09_216.jpg,left_2020_04_21_00_56_09_216.jpg,right_2020_04_21_00_56_09_216.jpg,-0.04845643,1.0,0.0,30.19063
147,center_2020_04_21_00_56_09_427.jpg,left_2020_04_21_00_56_09_427.jpg,right_2020_04_21_00_56_09_427.jpg,-0.08727015,1.0,0.0,30.190479999999997
151,center_2020_04_21_00_56_09_848.jpg,left_2020_04_21_00_56_09_848.jpg,right_2020_04_21_00_56_09_848.jpg,-0.09486008,1.0,0.0,30.18968
156,center_2020_04_21_00_56_10_372.jpg,left_2020_04_21_00_56_10_372.jpg,right_2020_04_21_00_56_10_372.jpg,-0.05023813,1.0,0.0,30.19057
159,center_2020_04_21_00_56_10_690.jpg,left_2020_04_21_00_56_10_690.jpg,right_2020_04_21_00_56_10_690.jpg,-0.102396,1.0,0.0,30.18785
160,center_2020_04_21_00_56_10_795.jpg,left_2020_04_21_00_56_10_795.jpg,right_2020_04_21_00_56_10_795.jpg,-0.1160789,1.0,0.0,30.18967
172,center_2020_04_21_00_56_12_063.jpg,left_2020_04_21_00_56_12_063.jpg,right_2020_04_21_00_56_12_063.jpg,-0.18648610000000002,1.0,0.0,30.18085
173,center_2020_04_21_00_56_12_167.jpg,left_2020_04_21_00_56_12_167.jpg,right_2020_04_21_00_56_12_167.jpg,-0.2236862,1.0,0.0,30.1868
178,center_2020_04_21_00_56_12_691.jpg,left_2020_04_21_00_56_12_691.jpg,right_2020_04_21_00_56_12_691.jpg,0.0,1.0,0.0,30.1903
186,center_2020_04_21_00_56_13_516.jpg,left_2020_04_21_00_56_13_516.jpg,right_2020_04_21_00_56_13_516.jpg,0.1762469,1.0,0.0,30.1841
192,center_2020_04_21_00_56_14_136.jpg,left_2020_04_21_00_56_14_136.jpg,right_2020_04_21_00_56_14_136.jpg,-0.1089213,1.0,0.0,30.187079999999998
203,center_2020_04_21_00_56_15_300.jpg,left_2020_04_21_00_56_15_300.jpg,right_2020_04_21_00_56_15_300.jpg,-0.1726831,1.0,0.0,30.182270000000003
215,center_2020_04_21_00_56_16_565.jpg,left_2020_04_21_00_56_16_565.jpg,right_2020_04_21_00_56_16_565.jpg,-0.16163989999999998,1.0,0.0,30.18331
216,center_2020_04_21_00_56_16_668.jpg,left_2020_04_21_00_56_16_668.jpg,right_2020_04_21_00_56_16_668.jpg,-0.05244613,1.0,0.0,30.19065
225,center_2020_04_21_00_56_17_619.jpg,left_2020_04_21_00_56_17_619.jpg,right_2020_04_21_00_56_17_619.jpg,-0.07359910000000001,1.0,0.0,30.188809999999997
230,center_2020_04_21_00_56_18_142.jpg,left_2020_04_21_00_56_18_142.jpg,right_2020_04_21_00_56_18_142.jpg,-0.1801468,1.0,0.0,30.18163
236,center_2020_04_21_00_56_18_769.jpg,left_2020_04_21_00_56_18_769.jpg,right_2020_04_21_00_56_18_769.jpg,0.0,1.0,0.0,30.190309999999997
238,center_2020_04_21_00_56_18_980.jpg,left_2020_04_21_00_56_18_980.jpg,right_2020_04_21_00_56_18_980.jpg,-0.09190787,1.0,0.0,30.18785
243,center_2020_04_21_00_56_19_503.jpg,left_2020_04_21_00_56_19_503.jpg,right_2020_04_21_00_56_19_503.jpg,-0.2009372,1.0,0.0,30.18001
248,center_2020_04_21_00_56_20_021.jpg,left_2020_04_21_00_56_20_021.jpg,right_2020_04_21_00_56_20_021.jpg,-0.16131310000000001,1.0,0.0,30.18338
249,center_2020_04_21_00_56_20_123.jpg,left_2020_04_21_00_56_20_123.jpg,right_2020_04_21_00_56_20_123.jpg,-0.06775153,1.0,0.0,30.19063
281,center_2020_04_21_00_56_23_487.jpg,left_2020_04_21_00_56_23_487.jpg,right_2020_04_21_00_56_23_487.jpg,0.0,1.0,0.0,30.19027
286,center_2020_04_21_00_56_24_012.jpg,left_2020_04_21_00_56_24_012.jpg,right_2020_04_21_00_56_24_012.jpg,-0.1779421,1.0,0.0,30.18119
287,center_2020_04_21_00_56_24_114.jpg,left_2020_04_21_00_56_24_114.jpg,right_2020_04_21_00_56_24_114.jpg,-0.04283702,1.0,0.0,30.190609999999996
294,center_2020_04_21_00_56_24_876.jpg,left_2020_04_21_00_56_24_876.jpg,right_2020_04_21_00_56_24_876.jpg,-0.10563579999999999,1.0,0.0,30.18732
295,center_2020_04_21_00_56_24_980.jpg,left_2020_04_21_00_56_24_980.jpg,right_2020_04_21_00_56_24_980.jpg,-0.31175959999999997,1.0,0.0,30.16775
308,center_2020_04_21_00_56_26_338.jpg,left_2020_04_21_00_56_26_338.jpg,right_2020_04_21_00_56_26_338.jpg,0.0,1.0,0.0,30.190309999999997
313,center_2020_04_21_00_56_26_864.jpg,left_2020_04_21_00_56_26_864.jpg,right_2020_04_21_00_56_26_864.jpg,0.0,1.0,0.0,30.190279999999998
321,center_2020_04_21_00_56_27_696.jpg,left_2020_04_21_00_56_27_696.jpg,right_2020_04_21_00_56_27_696.jpg,-0.212196,1.0,0.0,30.178309999999996
322,center_2020_04_21_00_56_27_801.jpg,left_2020_04_21_00_56_27_801.jpg,right_2020_04_21_00_56_27_801.jpg,-0.06169152,1.0,0.0,30.19074
327,center_2020_04_21_00_56_28_322.jpg,left_2020_04_21_00_56_28_322.jpg,right_2020_04_21_00_56_28_322.jpg,-0.04817712,1.0,0.0,30.189759999999996
328,center_2020_04_21_00_56_28_428.jpg,left_2020_04_21_00_56_28_428.jpg,right_2020_04_21_00_56_28_428.jpg,-0.04252481,1.0,0.0,30.19037
333,center_2020_04_21_00_56_28_959.jpg,left_2020_04_21_00_56_28_959.jpg,right_2020_04_21_00_56_28_959.jpg,-0.07746577,1.0,0.0,30.18875
334,center_2020_04_21_00_56_29_063.jpg,left_2020_04_21_00_56_29_063.jpg,right_2020_04_21_00_56_29_063.jpg,-0.1703936,1.0,0.0,30.186259999999997
341,center_2020_04_21_00_56_29_802.jpg,left_2020_04_21_00_56_29_802.jpg,right_2020_04_21_00_56_29_802.jpg,0.0,1.0,0.0,30.19032
346,center_2020_04_21_00_56_30_329.jpg,left_2020_04_21_00_56_30_329.jpg,right_2020_04_21_00_56_30_329.jpg,0.0,1.0,0.0,30.19032
347,center_2020_04_21_00_56_30_439.jpg,left_2020_04_21_00_56_30_439.jpg,right_2020_04_21_00_56_30_439.jpg,-0.1046759,1.0,0.0,30.187440000000002
352,center_2020_04_21_00_56_30_968.jpg,left_2020_04_21_00_56_30_968.jpg,right_2020_04_21_00_56_30_968.jpg,0.0,1.0,0.0,30.190309999999997
353,center_2020_04_21_00_56_31_081.jpg,left_2020_04_21_00_56_31_081.jpg,right_2020_04_21_00_56_31_081.jpg,-0.2711642,1.0,0.0,30.17118
359,center_2020_04_21_00_56_31_713.jpg,left_2020_04_21_00_56_31_713.jpg,right_2020_04_21_00_56_31_713.jpg,-0.23196599999999998,1.0,0.0,30.175890000000003
364,center_2020_04_21_00_56_32_255.jpg,left_2020_04_21_00_56_32_255.jpg,right_2020_04_21_00_56_32_255.jpg,-0.173202,1.0,0.0,30.18235
365,center_2020_04_21_00_56_32_362.jpg,left_2020_04_21_00_56_32_362.jpg,right_2020_04_21_00_56_32_362.jpg,-0.04361129,1.0,0.0,30.19108
369,center_2020_04_21_00_56_32_783.jpg,left_2020_04_21_00_56_32_783.jpg,right_2020_04_21_00_56_32_783.jpg,-0.05604923,1.0,0.0,30.189559999999997
370,center_2020_04_21_00_56_32_894.jpg,left_2020_04_21_00_56_32_894.jpg,right_2020_04_21_00_56_32_894.jpg,-0.25661660000000003,1.0,0.0,30.178720000000002
374,center_2020_04_21_00_56_33_323.jpg,left_2020_04_21_00_56_33_323.jpg,right_2020_04_21_00_56_33_323.jpg,-0.09161388,1.0,0.0,30.18852
375,center_2020_04_21_00_56_33_424.jpg,left_2020_04_21_00_56_33_424.jpg,right_2020_04_21_00_56_33_424.jpg,-0.21587989999999999,1.0,0.0,30.182540000000003
386,center_2020_04_21_00_56_34_568.jpg,left_2020_04_21_00_56_34_568.jpg,right_2020_04_21_00_56_34_568.jpg,-0.1885589,1.0,0.0,30.18122
387,center_2020_04_21_00_56_34_677.jpg,left_2020_04_21_00_56_34_677.jpg,right_2020_04_21_00_56_34_677.jpg,-0.04450178,1.0,0.0,30.190759999999997
391,center_2020_04_21_00_56_35_117.jpg,left_2020_04_21_00_56_35_117.jpg,right_2020_04_21_00_56_35_117.jpg,0.0,1.0,0.0,30.19036
392,center_2020_04_21_00_56_35_220.jpg,left_2020_04_21_00_56_35_220.jpg,right_2020_04_21_00_56_35_220.jpg,0.0,1.0,0.0,30.19032
393,center_2020_04_21_00_56_35_329.jpg,left_2020_04_21_00_56_35_329.jpg,right_2020_04_21_00_56_35_329.jpg,-0.250092,1.0,0.0,30.17445
394,center_2020_04_21_00_56_35_430.jpg,left_2020_04_21_00_56_35_430.jpg,right_2020_04_21_00_56_35_430.jpg,-0.1839809,1.0,0.0,30.188640000000003
396,center_2020_04_21_00_56_35_642.jpg,left_2020_04_21_00_56_35_642.jpg,right_2020_04_21_00_56_35_642.jpg,-0.23948730000000001,1.0,0.0,30.180770000000003
400,center_2020_04_21_00_56_36_056.jpg,left_2020_04_21_00_56_36_056.jpg,right_2020_04_21_00_56_36_056.jpg,-0.24312609999999998,1.0,0.0,30.17462
402,center_2020_04_21_00_56_36_267.jpg,left_2020_04_21_00_56_36_267.jpg,right_2020_04_21_00_56_36_267.jpg,-0.08442915,1.0,0.0,30.1894
403,center_2020_04_21_00_56_36_371.jpg,left_2020_04_21_00_56_36_371.jpg,right_2020_04_21_00_56_36_371.jpg,-0.29034590000000005,1.0,0.0,30.172929999999997
405,center_2020_04_21_00_56_36_581.jpg,left_2020_04_21_00_56_36_581.jpg,right_2020_04_21_00_56_36_581.jpg,-0.176739,1.0,0.0,30.18613
406,center_2020_04_21_00_56_36_685.jpg,left_2020_04_21_00_56_36_685.jpg,right_2020_04_21_00_56_36_685.jpg,-0.08867383,1.0,0.0,30.19105
408,center_2020_04_21_00_56_36_894.jpg,left_2020_04_21_00_56_36_894.jpg,right_2020_04_21_00_56_36_894.jpg,-0.06272399,1.0,0.0,30.18968
410,center_2020_04_21_00_56_37_099.jpg,left_2020_04_21_00_56_37_099.jpg,right_2020_04_21_00_56_37_099.jpg,-0.04313099,1.0,0.0,30.18996
411,center_2020_04_21_00_56_37_200.jpg,left_2020_04_21_00_56_37_200.jpg,right_2020_04_21_00_56_37_200.jpg,-0.1820555,1.0,0.0,30.183359999999997
412,center_2020_04_21_00_56_37_308.jpg,left_2020_04_21_00_56_37_308.jpg,right_2020_04_21_00_56_37_308.jpg,-0.15951310000000002,1.0,0.0,30.186940000000003
413,center_2020_04_21_00_56_37_414.jpg,left_2020_04_21_00_56_37_414.jpg,right_2020_04_21_00_56_37_414.jpg,-0.09709811,1.0,0.0,30.190659999999998
415,center_2020_04_21_00_56_37_619.jpg,left_2020_04_21_00_56_37_619.jpg,right_2020_04_21_00_56_37_619.jpg,-0.140772,1.0,0.0,30.186790000000002
416,center_2020_04_21_00_56_37_728.jpg,left_2020_04_21_00_56_37_728.jpg,right_2020_04_21_00_56_37_728.jpg,-0.055646900000000006,1.0,0.0,30.19102
417,center_2020_04_21_00_56_37_829.jpg,left_2020_04_21_00_56_37_829.jpg,right_2020_04_21_00_56_37_829.jpg,-0.08273686,1.0,0.0,30.190179999999998
418,center_2020_04_21_00_56_37_937.jpg,left_2020_04_21_00_56_37_937.jpg,right_2020_04_21_00_56_37_937.jpg,-0.376635,1.0,0.0,30.1624
419,center_2020_04_21_00_56_38_044.jpg,left_2020_04_21_00_56_38_044.jpg,right_2020_04_21_00_56_38_044.jpg,-0.05446208,1.0,0.0,30.190959999999997
421,center_2020_04_21_00_56_38_254.jpg,left_2020_04_21_00_56_38_254.jpg,right_2020_04_21_00_56_38_254.jpg,-0.23033089999999998,1.0,0.0,30.179570000000002
424,center_2020_04_21_00_56_38_572.jpg,left_2020_04_21_00_56_38_572.jpg,right_2020_04_21_00_56_38_572.jpg,-0.1298879,1.0,0.0,30.18634
425,center_2020_04_21_00_56_38_673.jpg,left_2020_04_21_00_56_38_673.jpg,right_2020_04_21_00_56_38_673.jpg,-0.08430254,1.0,0.0,30.1904
426,center_2020_04_21_00_56_38_782.jpg,left_2020_04_21_00_56_38_782.jpg,right_2020_04_21_00_56_38_782.jpg,-0.05029213,1.0,0.0,30.1888
427,center_2020_04_21_00_56_38_886.jpg,left_2020_04_21_00_56_38_886.jpg,right_2020_04_21_00_56_38_886.jpg,-0.2085031,1.0,0.0,30.181409999999996
429,center_2020_04_21_00_56_39_091.jpg,left_2020_04_21_00_56_39_091.jpg,right_2020_04_21_00_56_39_091.jpg,-0.2210999,1.0,0.0,30.179779999999997
430,center_2020_04_21_00_56_39_195.jpg,left_2020_04_21_00_56_39_195.jpg,right_2020_04_21_00_56_39_195.jpg,-0.17451879999999997,1.0,0.0,30.189320000000002
432,center_2020_04_21_00_56_39_410.jpg,left_2020_04_21_00_56_39_410.jpg,right_2020_04_21_00_56_39_410.jpg,-0.3694228,1.0,0.0,30.16586
433,center_2020_04_21_00_56_39_514.jpg,left_2020_04_21_00_56_39_514.jpg,right_2020_04_21_00_56_39_514.jpg,-0.05895281,1.0,0.0,30.19138
434,center_2020_04_21_00_56_39_624.jpg,left_2020_04_21_00_56_39_624.jpg,right_2020_04_21_00_56_39_624.jpg,-0.16111489999999998,1.0,0.0,30.18921
439,center_2020_04_21_00_56_40_158.jpg,left_2020_04_21_00_56_40_158.jpg,right_2020_04_21_00_56_40_158.jpg,-0.2155741,1.0,0.0,30.177870000000002
440,center_2020_04_21_00_56_40_261.jpg,left_2020_04_21_00_56_40_261.jpg,right_2020_04_21_00_56_40_261.jpg,-0.11443769999999999,1.0,0.0,30.19068
441,center_2020_04_21_00_56_40_369.jpg,left_2020_04_21_00_56_40_369.jpg,right_2020_04_21_00_56_40_369.jpg,-0.183045,1.0,0.0,30.186
442,center_2020_04_21_00_56_40_476.jpg,left_2020_04_21_00_56_40_476.jpg,right_2020_04_21_00_56_40_476.jpg,-0.2529781,1.0,0.0,30.18532
445,center_2020_04_21_00_56_40_797.jpg,left_2020_04_21_00_56_40_797.jpg,right_2020_04_21_00_56_40_797.jpg,-0.06509686,1.0,0.0,30.189890000000002
446,center_2020_04_21_00_56_40_911.jpg,left_2020_04_21_00_56_40_911.jpg,right_2020_04_21_00_56_40_911.jpg,-0.06134963,1.0,0.0,30.18992
449,center_2020_04_21_00_56_41_228.jpg,left_2020_04_21_00_56_41_228.jpg,right_2020_04_21_00_56_41_228.jpg,0.0,1.0,0.0,30.19029
451,center_2020_04_21_00_56_41_439.jpg,left_2020_04_21_00_56_41_439.jpg,right_2020_04_21_00_56_41_439.jpg,-0.2432703,1.0,0.0,30.17506
453,center_2020_04_21_00_56_41_645.jpg,left_2020_04_21_00_56_41_645.jpg,right_2020_04_21_00_56_41_645.jpg,-0.1076492,1.0,0.0,30.18838
456,center_2020_04_21_00_56_41_958.jpg,left_2020_04_21_00_56_41_958.jpg,right_2020_04_21_00_56_41_958.jpg,-0.1616642,1.0,0.0,30.18341
458,center_2020_04_21_00_56_42_170.jpg,left_2020_04_21_00_56_42_170.jpg,right_2020_04_21_00_56_42_170.jpg,-0.124452,1.0,0.0,30.188390000000002
459,center_2020_04_21_00_56_42_280.jpg,left_2020_04_21_00_56_42_280.jpg,right_2020_04_21_00_56_42_280.jpg,-0.2471284,1.0,0.0,30.18187
462,center_2020_04_21_00_56_42_597.jpg,left_2020_04_21_00_56_42_597.jpg,right_2020_04_21_00_56_42_597.jpg,-0.3107672,1.0,0.0,30.16886
463,center_2020_04_21_00_56_42_715.jpg,left_2020_04_21_00_56_42_715.jpg,right_2020_04_21_00_56_42_715.jpg,-0.10191889999999999,1.0,0.0,30.191990000000004
483,center_2020_04_21_00_56_44_827.jpg,left_2020_04_21_00_56_44_827.jpg,right_2020_04_21_00_56_44_827.jpg,-0.05128813,1.0,0.0,30.18967
484,center_2020_04_21_00_56_44_935.jpg,left_2020_04_21_00_56_44_935.jpg,right_2020_04_21_00_56_44_935.jpg,-0.12192360000000001,1.0,0.0,30.188679999999998
489,center_2020_04_21_00_56_45_444.jpg,left_2020_04_21_00_56_45_444.jpg,right_2020_04_21_00_56_45_444.jpg,-0.21326710000000001,1.0,0.0,30.178259999999998
492,center_2020_04_21_00_56_45_751.jpg,left_2020_04_21_00_56_45_751.jpg,right_2020_04_21_00_56_45_751.jpg,-0.09291887,1.0,0.0,30.18843
496,center_2020_04_21_00_56_46_186.jpg,left_2020_04_21_00_56_46_186.jpg,right_2020_04_21_00_56_46_186.jpg,-0.06229806,1.0,0.0,30.189459999999997
497,center_2020_04_21_00_56_46_293.jpg,left_2020_04_21_00_56_46_293.jpg,right_2020_04_21_00_56_46_293.jpg,-0.05198085,1.0,0.0,30.190609999999996
504,center_2020_04_21_00_56_47_063.jpg,left_2020_04_21_00_56_47_063.jpg,right_2020_04_21_00_56_47_063.jpg,-0.295794,1.0,0.0,30.16736
523,center_2020_04_21_00_56_49_068.jpg,left_2020_04_21_00_56_49_068.jpg,right_2020_04_21_00_56_49_068.jpg,-0.22489210000000004,1.0,0.0,30.17578
535,center_2020_04_21_00_56_50_376.jpg,left_2020_04_21_00_56_50_376.jpg,right_2020_04_21_00_56_50_376.jpg,-0.213006,1.0,0.0,30.17796
541,center_2020_04_21_00_56_51_001.jpg,left_2020_04_21_00_56_51_001.jpg,right_2020_04_21_00_56_51_001.jpg,0.0,1.0,0.0,30.18993
543,center_2020_04_21_00_56_51_209.jpg,left_2020_04_21_00_56_51_209.jpg,right_2020_04_21_00_56_51_209.jpg,0.0,1.0,0.0,30.18995
577,center_2020_04_21_00_56_54_850.jpg,left_2020_04_21_00_56_54_850.jpg,right_2020_04_21_00_56_54_850.jpg,-0.134403,1.0,0.0,30.185229999999997
583,center_2020_04_21_00_56_55_490.jpg,left_2020_04_21_00_56_55_490.jpg,right_2020_04_21_00_56_55_490.jpg,-0.24540920000000002,1.0,0.0,30.174059999999997
590,center_2020_04_21_00_56_56_264.jpg,left_2020_04_21_00_56_56_264.jpg,right_2020_04_21_00_56_56_264.jpg,0.0,1.0,0.0,30.19002
601,center_2020_04_21_00_56_57_416.jpg,left_2020_04_21_00_56_57_416.jpg,right_2020_04_21_00_56_57_416.jpg,-0.2432252,1.0,0.0,30.1745
602,center_2020_04_21_00_56_57_516.jpg,left_2020_04_21_00_56_57_516.jpg,right_2020_04_21_00_56_57_516.jpg,-0.12401749999999999,1.0,0.0,30.190720000000002
609,center_2020_04_21_00_56_58_250.jpg,left_2020_04_21_00_56_58_250.jpg,right_2020_04_21_00_56_58_250.jpg,-0.1442009,1.0,0.0,30.18453
610,center_2020_04_21_00_56_58_350.jpg,left_2020_04_21_00_56_58_350.jpg,right_2020_04_21_00_56_58_350.jpg,-0.1373219,1.0,0.0,30.18964
611,center_2020_04_21_00_56_58_455.jpg,left_2020_04_21_00_56_58_455.jpg,right_2020_04_21_00_56_58_455.jpg,0.0,1.0,0.0,30.1898
618,center_2020_04_21_00_56_59_196.jpg,left_2020_04_21_00_56_59_196.jpg,right_2020_04_21_00_56_59_196.jpg,0.0,1.0,0.0,30.19032
